canonical_name,section,dtype,readiness,rule,worst,present,renamed,values,consistency,nan,metadata
tmtba01,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
tmtba01a,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
tmtba01b,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
tmtba02,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
tmtba02a,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
tmtba02b,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt05,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt05z,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt06,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt06z,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt07,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt07z,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt08,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt08z,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt09,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt09z,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt10,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt10z,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt11,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt11z,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt12,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt12z,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt14,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt15,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt16,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt17,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt18,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cvlt22,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
similtot_wais4,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
similstd_wais4,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
similcr_wais4,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
mat_tot_w,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
mat_std_w,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
mat_cr_w,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
nbrut_w,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
nstand_w,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
vstand_w,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
mcod_w,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
mcoi_w,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
mcoc_w,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
mcodemp_w,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
wais_mc_end_std_wais4,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
mcoiemp_w,NEUROPSYCHOLOGIE,PASS:Int16,PARTIAL,identity,WARN,PASS,PASS,"WARN:outside [1, 2, 3, 4, 5, 6, 7, 8]: [9]","WARN:cohort value sets diverge: {'BP': {1, 2, 3, 4, 5, 6, 7,",PASS,PASS
wais_mc_env_std_wais4,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
wais_mc_cro_wais4,NEUROPSYCHOLOGIE,PASS:Int16,PARTIAL,identity,WARN,PASS,PASS,"WARN:outside [1, 2, 3, 4, 5, 6, 7, 8]: [9]",PASS,PASS,PASS
wais_mc_cro_std_wais4,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
empdid_w,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
code01_wais4,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
code02_wais4,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
code03_wais4,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
code04_wais4,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
code05_wais4,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
ivt04_wais4,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
ivt01_wais4,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
ivt02_wais4,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
fv01,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
fv02,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
fv03,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
fv04,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
fv05,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
fv06,NEUROPSYCHOLOGIE,PASS:Int16,PARTIAL,identity,WARN,PASS,PASS,"WARN:outside [0, 1, 2, 3, 4, 10]: [5, 6]","WARN:cohort value sets diverge: {'BP': {0, 1, 2, 3, 4, 10}, ",PASS,PASS
fv07,NEUROPSYCHOLOGIE,PASS:Int16,PARTIAL,identity,WARN,PASS,PASS,"WARN:outside [0, 1, 2, 3, 4, 5, 6, 7]: [25]","WARN:cohort value sets diverge: {'BP': {0, 1, 2, 3, 4, 5, 6,",PASS,PASS
fv08,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
fv12,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
fv13,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
fv14,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
fv15,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
fv16,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
fv17,NEUROPSYCHOLOGIE,PASS:Int16,PARTIAL,identity,WARN,PASS,PASS,"WARN:outside [0, 1, 2, 3, 4, 5, 6, 11]: [7, 9, 15]","WARN:cohort value sets diverge: {'BP': {0, 1, 2, 3, 4, 5, 6,",PASS,PASS
fv18,NEUROPSYCHOLOGIE,PASS:Int16,PARTIAL,identity,WARN,PASS,PASS,PASS,"WARN:cohort value sets diverge: {'BP': {0, 1, 2, 3, 4, 17}, ",PASS,PASS
fv19,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
com01,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
com01s1,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
com01s2,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
com02,NEUROPSYCHOLOGIE,PASS:Int16,PARTIAL,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
com02s1,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
com02s2,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
com03,NEUROPSYCHOLOGIE,PASS:Int16,PARTIAL,identity,WARN,PASS,PASS,PASS,"WARN:cohort value sets diverge: {'BP': {0, 1, 2, 3, 75}, 'SZ",PASS,PASS
com03s1,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
com03s2,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
com04,NEUROPSYCHOLOGIE,PASS:Int16,PARTIAL,identity,WARN,PASS,PASS,PASS,"WARN:cohort value sets diverge: {'BP': {0, 1, 2}, 'SZ': {0, ",PASS,PASS
com04s1,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
com04s2,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
com04s3,NEUROPSYCHOLOGIE,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
com04s4,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
com04s5,NEUROPSYCHOLOGIE,PASS:string,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
agetrt,EVALUATION MEDICALE,PASS:float64,READY,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
agedebutpremier_episode,EVALUATION MEDICALE,PASS:float64,READY,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cetermpremier_episode,EVALUATION MEDICALE,PASS:Int16,PARTIAL,registered,WARN,PASS,PASS,"WARN:outside [0, 1, 7, 8, 9]: [2, 3, 4, 5, 6]","WARN:cohort value sets diverge: {'BP': {1, 2, 3, 4, 5, 6, 7}",PASS,PASS
ppartpremier_episode,EVALUATION MEDICALE,PASS:Int8,PARTIAL,registered,PASS,PASS,PASS,PASS,PASS,PASS,PASS
remisc,EVALUATION MEDICALE,PASS:Int8,PARTIAL,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
saison,EVALUATION MEDICALE,PASS:Int8,PARTIAL,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
cedecodtrouble_humeur_actuel,EVALUATION MEDICALE,PASS:Int8,PARTIAL,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
cesevtrouble_humeur_actuel,EVALUATION MEDICALE,PASS:Int16,PARTIAL,registered,WARN,PASS,PASS,"WARN:outside [0, 1, 2, 3, 4]: [5]","WARN:cohort value sets diverge: {'BP': {1, 2, 3, 4, 5}, 'DR'",PASS,PASS
chrontrouble_humeur_actuel,EVALUATION MEDICALE,PASS:Int8,PARTIAL,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pparttrouble_humeur_actuel,EVALUATION MEDICALE,PASS:Int8,PARTIAL,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
migraine_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
sep_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
epilepsie_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
traumacra_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
avc_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
autneuro_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
autneuro_mhmodify,ANTECEDENTS,PASS:string,READY,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
hta_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
coronar_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
infarctus_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
trbrycard_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
autcardv_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
autcardv_mhmodify,ANTECEDENTS,PASS:string,READY,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
autendoc_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
dysthyro_mhmodify,ANTECEDENTS,PASS:Int8,READY,registered,WARN,PASS,PASS,"WARN:outside [0, 1]: [2]","WARN:cohort value sets diverge: {'BP': {1, 2}, 'SZ': {1, 2},",PASS,PASS
acne_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
eczema_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
toxidermi_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
toxidermi_mhmodify,ANTECEDENTS,PASS:category,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
cheveux_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
psoriasis_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
somat_all,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
asthme_mhoccur,ANTECEDENTS,PASS:Int8,READY,registered,WARN,PASS,PASS,PASS,"WARN:cohort value sets diverge: {'BP': {0, 1}, 'SZ': {1}, 'D",PASS,PASS
allergie_mhoccur,ANTECEDENTS,PASS:Int8,READY,registered,WARN,PASS,PASS,PASS,"WARN:cohort value sets diverge: {'BP': {0, 1}, 'SZ': {1}, 'D",PASS,PASS
lupus_mhoccur,ANTECEDENTS,PASS:Int16,READY,registered,PASS,PASS,PASS,PASS,PASS,PASS,PASS
polyarthr_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,WARN,PASS,PASS,PASS,"WARN:cohort value sets diverge: {'BP': {0, 1}, 'SZ': {0}, 'D",PASS,PASS
inflachro_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
inflachro_mhmodify,ANTECEDENTS,PASS:Int8,READY,registered,WARN,PASS,PASS,"WARN:outside [0, 1]: [2]",PASS,PASS,PASS
cirrhose_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,WARN,PASS,PASS,PASS,"WARN:cohort value sets diverge: {'BP': {0, 1}, 'SZ': {0}, 'D",PASS,PASS
ulcgasduo_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
hepmedic_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
vih_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,WARN,PASS,PASS,PASS,"WARN:cohort value sets diverge: {'BP': {0, 1}, 'SZ': {0, 1},",PASS,PASS
hvc_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
hvc_mhmodify,ANTECEDENTS,PASS:category,PARTIAL,registered,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
genetique_mhoccur,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
genetique_mhmodify,ANTECEDENTS,PASS:string,READY,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
pregnn_rporres,ANTECEDENTS,PASS:float64,READY,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
menostat_rporres,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
hormonal_rporres,ANTECEDENTS,PASS:Int8,READY,identity,WARN,PASS,PASS,PASS,"WARN:cohort value sets diverge: {'BP': {0, 1}, 'SZ': {0}, 'D",PASS,PASS
mere_structure,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
mere_trouble,ANTECEDENTS,PASS:Int16,PARTIAL,registered,WARN,PASS,PASS,"WARN:outside [0, 1, 2]: [3]","WARN:cohort value sets diverge: {'BP': {0, 1, 2, 3}, 'SZ': {",PASS,PASS
mere_suicide,ANTECEDENTS,PASS:Int16,READY,registered,WARN,PASS,PASS,PASS,"WARN:cohort value sets diverge: {'BP': {0, 1, 2}, 'SZ': {0, ",PASS,PASS
pere_structure,ANTECEDENTS,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pere_trouble,ANTECEDENTS,PASS:Int16,PARTIAL,registered,WARN,PASS,PASS,"WARN:outside [0, 1, 2]: [3]","WARN:cohort value sets diverge: {'BP': {0, 1, 2, 3}, 'SZ': {",PASS,PASS
pere_suicide,ANTECEDENTS,PASS:Int16,READY,registered,WARN,PASS,PASS,PASS,"WARN:cohort value sets diverge: {'BP': {0, 1, 2}, 'SZ': {0, ",PASS,PASS
agedebut_hospitalisation,SOIN SUIVI HOSP ARRET TRAVAIL,PASS:float64,READY,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
nboccur_hospitalisation_lt,SOIN SUIVI HOSP ARRET TRAVAIL,PASS:float64,READY,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
hodur_hospitalisation_lt,SOIN SUIVI HOSP ARRET TRAVAIL,PASS:float64,READY,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
hooccur_arret_travail_actuel,SOIN SUIVI HOSP ARRET TRAVAIL,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
hooccur_arret_travail,SOIN SUIVI HOSP ARRET TRAVAIL,PASS:Int8,PARTIAL,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
hodur_arret_travail,SOIN SUIVI HOSP ARRET TRAVAIL,PASS:float64,PARTIAL,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
hodur_arret_travail_actuel,SOIN SUIVI HOSP ARRET TRAVAIL,PASS:Int8,PARTIAL,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
maristat,SOCIAL,PASS:Int16,READY,identity,WARN,PASS,PASS,PASS,"WARN:cohort value sets diverge: {'BP': {1, 2, 3, 4, 5}, 'SZ'",PASS,PASS
edulevel,SOCIAL,PASS:float64,READY,identity,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
stprof,SOCIAL,PASS:Int16,READY,identity,WARN,PASS,PASS,"WARN:outside [0, 1, 2, 4, 5, 6]: [3]","WARN:cohort value sets diverge: {'BP': {0, 1, 2, 4, 5, 6}, '",PASS,PASS
jobdur,SOCIAL,PASS:float64,READY,registered,PASS,PASS,PASS,PASS:n/a,PASS:n/a,PASS,PASS
jobclas,SOCIAL,PASS:Int8,READY,identity,PASS,PASS,PASS,PASS,PASS,PASS,PASS
empjob,SOCIAL,PASS:Int16,READY,identity,WARN,PASS,PASS,"WARN:outside [1, 4, 5]: [0, 2, 3, 6, 8]","WARN:cohort value sets diverge: {'BP': {1, 4, 5}, 'SZ': {4, ",PASS,PASS
lvsbjind,SOCIAL,PASS:Int16,READY,registered,WARN,PASS,PASS,PASS,"WARN:cohort value sets diverge: {'BP': {1, 2, 3, 4, 5, 6, 7,",PASS,PASS
